id,proposal_id,create_date,client_rating,freelancer_rating,client_rating_description,freelancer_rating_description,status
316,1275,2019-06-30,2.2,2.0,Proin at turpis a pede posuere nonummy.,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,complete
317,2077,2019-11-30,3.3,1.9,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Pellentesque at nulla.,complete
318,1314,2018-11-05,,,,,dispute
319,1699,2019-12-13,,,,,dispute
320,1361,2018-05-09,,,,,ongoing
321,208,2018-05-11,,,,,dispute
322,1303,2018-01-09,1.6,2.9,Suspendisse potenti.,Morbi ut odio.,complete
323,1964,2020-05-26,1.7,2.6,Integer tincidunt ante vel ipsum.,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",cancelled
324,1554,2018-04-04,,,,,dispute
325,465,2018-05-12,,,,,ongoing
326,920,2020-06-08,4.1,3.3,Cras pellentesque volutpat dui.,Cras non velit nec nisi vulputate nonummy.,complete
327,2062,2018-10-17,2.2,2.0,Suspendisse potenti.,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",complete
328,660,2020-03-26,2.0,2.7,Fusce posuere felis sed lacus.,Aliquam erat volutpat.,complete
329,170,2019-07-21,,,,,dispute
330,2225,2020-03-26,,,,,dispute
331,2328,2018-08-06,4.4,1.1,Praesent lectus.,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",complete
332,676,2018-02-22,,,,,ongoing
333,2582,2018-08-10,2.3,3.1,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",In congue.,cancelled
334,1547,2018-02-24,,,,,dispute
335,2213,2018-12-28,,,,,dispute
336,251,2018-11-05,,,,,dispute
337,1035,2019-06-18,,,,,dispute
338,987,2019-05-13,,,,,dispute
339,977,2018-02-05,1.9,2.0,In quis justo.,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",cancelled
340,1696,2020-06-17,,,,,ongoing
341,2246,2019-07-24,1.6,2.3,Quisque ut erat.,Curabitur in libero ut massa volutpat convallis.,complete
342,52,2020-01-01,,,,,dispute
343,666,2019-10-18,4.2,4.4,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,Vestibulum rutrum rutrum neque.,complete
344,2224,2019-12-08,3.8,4.1,In blandit ultrices enim.,Nam dui.,complete
345,2179,2019-09-22,1.4,1.3,Duis consequat dui nec nisi volutpat eleifend.,Ut tellus.,complete
346,13,2018-07-05,,,,,dispute
347,658,2018-07-28,,,,,ongoing
348,924,2020-01-28,,,,,ongoing
349,537,2018-12-18,2.7,3.5,Vestibulum ac est lacinia nisi venenatis tristique.,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",complete
350,36,2020-03-08,,,,,dispute
351,1772,2019-04-27,4.4,3.2,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Duis mattis egestas metus.,cancelled
352,1891,2018-07-30,,,,,dispute
353,455,2018-05-14,,,,,dispute
354,905,2018-05-19,3.1,1.4,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",Proin risus.,complete
355,2245,2019-11-28,,,,,ongoing
356,2132,2018-03-03,4.0,1.6,Ut at dolor quis odio consequat varius.,Maecenas ut massa quis augue luctus tincidunt.,complete
357,2317,2020-03-20,,,,,ongoing
358,505,2019-03-17,,,,,ongoing
359,854,2018-12-10,4.2,3.7,Sed vel enim sit amet nunc viverra dapibus.,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",complete
360,93,2018-09-01,,,,,ongoing
361,768,2020-01-26,,,,,dispute
362,1222,2018-05-23,,,,,dispute
363,448,2019-05-26,1.1,4.1,Aliquam sit amet diam in magna bibendum imperdiet.,Nulla facilisi.,complete
364,39,2018-04-18,4.2,4.6,Donec dapibus.,Mauris lacinia sapien quis libero.,complete
365,766,2020-02-23,,,,,dispute
366,1594,2020-01-18,4.0,1.4,Nulla justo.,Mauris sit amet eros.,complete
367,1791,2019-08-13,4.2,5.0,Aliquam erat volutpat.,Maecenas tincidunt lacus at velit.,cancelled
368,2247,2019-07-02,,,,,dispute
369,411,2020-09-09,2.7,4.6,In eleifend quam a odio.,Nulla justo.,complete
370,1834,2020-06-02,2.4,3.3,Vivamus in felis eu sapien cursus vestibulum.,Aliquam sit amet diam in magna bibendum imperdiet.,cancelled
371,1603,2018-04-06,1.1,3.5,Vivamus vel nulla eget eros elementum pellentesque.,Etiam vel augue.,complete
372,189,2018-10-17,,,,,ongoing
373,879,2019-05-31,3.9,5.0,Proin eu mi.,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",complete
374,297,2018-09-09,,,,,ongoing
375,733,2018-12-02,1.9,2.5,Pellentesque at nulla.,Nullam porttitor lacus at turpis.,complete
376,2322,2018-08-11,,,,,ongoing
377,1739,2018-12-24,,,,,dispute
378,232,2019-08-03,,,,,ongoing
379,832,2018-12-21,,,,,dispute
380,166,2020-06-03,,,,,ongoing
381,1104,2018-04-05,,,,,ongoing
382,2354,2018-05-14,2.5,3.1,Donec semper sapien a libero.,Duis consequat dui nec nisi volutpat eleifend.,cancelled
383,2442,2019-05-19,1.1,2.5,Cras pellentesque volutpat dui.,Sed ante.,complete
384,715,2018-05-05,,,,,ongoing
385,2587,2018-12-04,,,,,ongoing
386,53,2019-04-27,,,,,ongoing
387,775,2019-02-09,,,,,dispute
388,1334,2019-04-09,1.7,4.1,Morbi non quam nec dui luctus rutrum.,Pellentesque at nulla.,complete
389,649,2018-05-22,4.6,1.7,Nulla justo.,Quisque id justo sit amet sapien dignissim vestibulum.,cancelled
390,331,2019-12-01,4.2,1.3,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",complete
391,963,2019-12-21,,,,,dispute
392,2313,2018-11-29,,,,,ongoing
393,185,2018-02-07,3.7,1.5,Nullam sit amet turpis elementum ligula vehicula consequat.,Morbi a ipsum.,cancelled
394,2586,2019-09-11,,,,,dispute
395,1952,2019-10-04,3.6,1.3,Nunc nisl.,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",cancelled
396,1198,2019-08-31,1.4,1.5,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",In hac habitasse platea dictumst.,complete
397,1298,2019-10-23,,,,,dispute
398,2494,2018-12-12,,,,,ongoing
399,2416,2020-05-30,,,,,ongoing
400,557,2020-03-08,1.9,3.0,Duis bibendum.,Sed sagittis.,complete
401,1476,2019-05-09,1.9,2.4,Nulla tempus.,Mauris ullamcorper purus sit amet nulla.,cancelled
402,1474,2019-01-07,3.0,3.0,Nulla mollis molestie lorem.,Maecenas rhoncus aliquam lacus.,complete
403,324,2020-09-09,,,,,dispute
404,1129,2018-04-26,2.6,2.1,Nulla ut erat id mauris vulputate elementum.,Morbi a ipsum.,cancelled
405,2192,2018-07-23,4.6,2.2,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.","Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",complete
406,1531,2019-05-10,4.9,3.1,Nunc rhoncus dui vel sem.,Maecenas tincidunt lacus at velit.,cancelled
407,2425,2018-09-17,1.1,4.3,Vestibulum sed magna at nunc commodo placerat.,Mauris lacinia sapien quis libero.,complete
408,461,2020-05-25,3.1,4.5,Vivamus vel nulla eget eros elementum pellentesque.,Morbi non lectus.,complete
409,29,2018-02-25,,,,,dispute
410,1656,2019-01-23,3.6,2.1,Etiam faucibus cursus urna.,Nam dui.,complete
411,2444,2019-09-01,,,,,ongoing
412,424,2018-06-07,,,,,ongoing
413,1600,2019-07-29,2.2,2.9,Duis aliquam convallis nunc.,Mauris sit amet eros.,complete
414,455,2019-07-30,,,,,dispute
415,1756,2019-05-15,,,,,ongoing
416,365,2018-01-20,3.7,1.2,Nullam porttitor lacus at turpis.,Proin risus.,cancelled
417,2024,2020-01-02,,,,,ongoing
418,1745,2020-01-27,2.7,3.5,Sed ante.,Phasellus sit amet erat.,cancelled
419,2213,2018-07-10,3.0,4.4,Praesent blandit lacinia erat.,Praesent id massa id nisl venenatis lacinia.,cancelled
420,886,2018-12-29,,,,,dispute
421,2548,2019-06-08,4.2,2.8,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",Aenean sit amet justo.,cancelled
422,2482,2018-12-21,1.5,4.4,Vestibulum sed magna at nunc commodo placerat.,Proin risus.,cancelled
423,775,2019-08-02,1.4,1.9,Curabitur convallis.,Donec semper sapien a libero.,cancelled
424,1574,2019-05-07,1.8,2.8,Quisque ut erat.,Nulla nisl.,cancelled
425,326,2019-06-10,2.1,1.3,Morbi non quam nec dui luctus rutrum.,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",cancelled
426,1124,2018-01-03,4.8,2.6,In hac habitasse platea dictumst.,Cras pellentesque volutpat dui.,complete
427,2022,2018-02-06,,,,,ongoing
428,2418,2018-02-22,,,,,ongoing
429,289,2020-05-16,1.1,1.4,Morbi non quam nec dui luctus rutrum.,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",cancelled
430,1624,2020-07-31,,,,,ongoing
431,1493,2019-09-23,1.2,3.3,Nullam varius.,In eleifend quam a odio.,cancelled
432,694,2018-05-31,5.0,3.9,Nulla suscipit ligula in lacus.,Mauris lacinia sapien quis libero.,cancelled
433,848,2018-05-26,2.3,4.4,Praesent blandit lacinia erat.,Nulla suscipit ligula in lacus.,complete
434,2184,2020-09-03,,,,,dispute
435,1929,2018-07-16,,,,,ongoing
436,1961,2018-05-16,1.1,2.1,Praesent blandit lacinia erat.,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",cancelled
437,2101,2018-02-13,,,,,ongoing
438,2253,2019-01-03,,,,,dispute
439,2363,2018-10-31,2.0,2.5,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,Etiam vel augue.,complete
440,1176,2020-02-15,3.8,1.1,Nunc rhoncus dui vel sem.,Nunc rhoncus dui vel sem.,cancelled
441,376,2019-10-23,3.4,2.3,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Curabitur in libero ut massa volutpat convallis.,complete
442,831,2018-05-27,4.5,4.3,Nulla ut erat id mauris vulputate elementum.,Quisque porta volutpat erat.,complete
443,1108,2020-02-03,4.6,3.3,Morbi porttitor lorem id ligula.,Quisque porta volutpat erat.,cancelled
444,127,2019-09-27,,,,,dispute
445,841,2019-02-04,3.0,1.6,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",Suspendisse potenti.,complete
446,1275,2020-05-08,1.8,2.4,Praesent id massa id nisl venenatis lacinia.,Morbi ut odio.,cancelled
447,601,2020-04-06,,,,,dispute
448,570,2019-08-22,4.9,3.5,Etiam vel augue.,Cras non velit nec nisi vulputate nonummy.,cancelled
449,597,2020-09-10,,,,,dispute
450,96,2019-06-28,,,,,ongoing
451,2377,2018-05-24,,,,,ongoing
452,300,2019-12-28,3.9,2.6,Proin risus.,Morbi non lectus.,complete
453,1979,2020-04-29,,,,,dispute
454,1358,2018-06-30,,,,,ongoing
455,1430,2019-12-27,4.2,2.0,Sed ante.,Suspendisse ornare consequat lectus.,complete
456,2207,2018-09-24,2.8,1.2,Pellentesque eget nunc.,Nunc nisl.,complete
457,601,2018-12-24,,,,,dispute
458,1517,2019-12-02,1.7,1.2,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",Aliquam erat volutpat.,cancelled
459,982,2018-10-15,,,,,dispute
460,2199,2018-09-29,3.8,3.2,Suspendisse potenti.,In hac habitasse platea dictumst.,cancelled
461,97,2020-01-01,2.2,4.5,Sed ante.,Donec posuere metus vitae ipsum.,cancelled
462,2538,2018-10-10,1.9,4.3,Suspendisse potenti.,Suspendisse ornare consequat lectus.,cancelled
463,2108,2020-04-29,3.6,3.3,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",Duis mattis egestas metus.,complete
464,756,2019-08-12,3.7,3.3,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.","Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",cancelled
465,2401,2018-11-09,3.0,2.8,Integer a nibh.,In congue.,complete
466,59,2019-08-27,2.9,3.4,Curabitur gravida nisi at nibh.,In hac habitasse platea dictumst.,cancelled
467,2126,2019-08-23,2.1,2.7,Nunc nisl.,Donec vitae nisi.,cancelled
468,801,2018-10-30,,,,,ongoing
469,1486,2018-02-10,3.9,2.8,Proin at turpis a pede posuere nonummy.,Etiam pretium iaculis justo.,complete
470,558,2018-04-08,4.6,3.2,Proin risus.,In quis justo.,complete
471,125,2020-04-26,2.2,4.0,In hac habitasse platea dictumst.,Nulla mollis molestie lorem.,complete
472,199,2018-03-29,,,,,dispute
473,686,2019-05-10,,,,,ongoing
474,2539,2019-04-11,,,,,ongoing
475,2188,2019-08-04,2.9,2.0,Proin eu mi.,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",complete
476,818,2018-08-12,,,,,dispute
477,1904,2020-06-02,1.4,3.8,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Ut tellus.,complete
478,2504,2019-07-31,,,,,ongoing
479,2242,2020-01-22,,,,,dispute
480,688,2018-05-24,,,,,ongoing
481,1558,2018-06-25,,,,,ongoing
482,279,2018-04-23,,,,,dispute
483,1095,2020-09-12,2.0,2.6,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",In hac habitasse platea dictumst.,cancelled
484,617,2020-01-04,,,,,dispute
485,2001,2018-06-08,4.0,1.8,Nullam varius.,Suspendisse potenti.,complete
486,1015,2018-02-28,,,,,dispute
487,667,2020-07-28,1.2,1.6,Sed vel enim sit amet nunc viverra dapibus.,Curabitur gravida nisi at nibh.,complete
488,1413,2019-10-31,2.3,1.2,Proin eu mi.,Donec ut dolor.,cancelled
489,1291,2018-07-07,4.8,1.5,Aliquam erat volutpat.,In congue.,cancelled
490,468,2020-03-31,4.2,1.1,Etiam faucibus cursus urna.,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",cancelled
491,2472,2020-08-04,3.4,3.7,Etiam vel augue.,Vestibulum sed magna at nunc commodo placerat.,complete
492,987,2018-04-02,,,,,ongoing
493,2165,2019-03-28,,,,,ongoing
494,686,2019-12-31,4.7,1.9,Vestibulum sed magna at nunc commodo placerat.,Quisque porta volutpat erat.,cancelled
495,911,2018-05-24,3.5,4.5,Duis bibendum.,Aenean sit amet justo.,complete
496,2517,2019-08-11,,,,,ongoing
497,1093,2020-01-01,4.5,1.3,Sed vel enim sit amet nunc viverra dapibus.,Duis ac nibh.,cancelled
498,2372,2019-12-23,4.9,4.2,Duis consequat dui nec nisi volutpat eleifend.,Pellentesque eget nunc.,complete
499,89,2018-01-04,,,,,ongoing
500,674,2020-04-17,1.5,4.7,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Integer a nibh.,cancelled
501,2206,2020-07-16,,,,,dispute
502,80,2020-02-01,4.5,2.0,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Integer ac neque.,complete
503,2081,2019-06-08,4.2,3.3,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",Morbi vel lectus in quam fringilla rhoncus.,cancelled
504,1006,2019-12-24,1.6,4.2,Integer ac neque.,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",cancelled
505,2352,2019-07-10,1.2,4.5,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",In blandit ultrices enim.,complete
506,959,2018-06-07,,,,,ongoing
507,528,2018-12-11,,,,,ongoing
508,1150,2019-10-04,,,,,ongoing
509,308,2018-06-06,,,,,dispute
510,705,2019-04-20,2.2,2.0,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Quisque porta volutpat erat.,complete
511,912,2018-07-11,4.9,1.2,In hac habitasse platea dictumst.,Etiam faucibus cursus urna.,complete
512,1694,2019-10-14,,,,,ongoing
513,952,2019-08-10,,,,,ongoing
514,1016,2019-08-24,2.9,3.0,Vivamus in felis eu sapien cursus vestibulum.,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",cancelled
515,1456,2020-09-14,1.3,2.3,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",Aenean lectus.,cancelled
516,581,2018-08-14,,,,,dispute
517,379,2018-06-29,,,,,dispute
518,2288,2019-08-13,3.8,2.6,Quisque porta volutpat erat.,Maecenas tincidunt lacus at velit.,cancelled
519,2004,2019-12-22,,,,,dispute
520,1929,2018-08-29,3.1,4.2,Morbi porttitor lorem id ligula.,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",cancelled
521,2208,2020-01-03,3.3,2.0,In hac habitasse platea dictumst.,Integer tincidunt ante vel ipsum.,cancelled
522,981,2020-03-23,,,,,ongoing
523,421,2020-09-05,,,,,dispute
524,99,2020-01-18,,,,,ongoing
525,993,2018-08-06,,,,,dispute
526,1239,2019-11-22,,,,,dispute
527,2158,2018-01-25,3.3,3.4,Proin at turpis a pede posuere nonummy.,Quisque ut erat.,cancelled
528,240,2018-08-12,,,,,dispute
529,591,2018-11-20,,,,,ongoing
530,65,2020-01-27,4.5,4.0,Nulla mollis molestie lorem.,Curabitur convallis.,cancelled
531,867,2018-01-31,,,,,dispute
532,1670,2018-05-30,3.3,2.5,Nulla suscipit ligula in lacus.,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",complete
533,1504,2019-07-14,4.4,3.4,Ut at dolor quis odio consequat varius.,Integer ac neque.,complete
534,257,2020-05-26,3.0,4.4,Nullam sit amet turpis elementum ligula vehicula consequat.,Curabitur at ipsum ac tellus semper interdum.,cancelled
535,2358,2018-03-29,1.0,1.7,Donec quis orci eget orci vehicula condimentum.,Aenean lectus.,cancelled
536,1319,2019-08-24,,,,,dispute
537,2189,2019-09-20,,,,,dispute
538,1742,2020-03-29,3.2,1.5,Vestibulum rutrum rutrum neque.,Duis ac nibh.,complete
539,1982,2019-08-19,2.7,4.1,In hac habitasse platea dictumst.,Nullam molestie nibh in lectus.,complete
540,1050,2019-03-12,,,,,ongoing
541,44,2019-01-15,,,,,ongoing
542,2099,2018-04-11,,,,,ongoing
543,672,2020-03-31,2.1,5.0,Morbi porttitor lorem id ligula.,Aliquam quis turpis eget elit sodales scelerisque.,complete
544,2197,2019-06-01,,,,,ongoing
545,2019,2018-01-17,4.8,2.9,Curabitur at ipsum ac tellus semper interdum.,Mauris lacinia sapien quis libero.,cancelled
546,841,2019-07-03,3.4,1.8,Maecenas pulvinar lobortis est.,Aliquam non mauris.,cancelled
547,2162,2019-01-29,,,,,ongoing
548,2487,2018-05-12,,,,,ongoing
549,2358,2018-10-20,3.3,2.6,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.","In est risus, auctor sed, tristique in, tempus sit amet, sem.",complete
550,973,2018-06-15,,,,,ongoing
551,1684,2019-10-21,,,,,ongoing
552,1080,2020-01-02,3.1,3.5,Nunc rhoncus dui vel sem.,Nunc nisl.,complete
553,1691,2020-08-03,,,,,dispute
554,2516,2019-06-22,,,,,dispute
555,417,2018-05-31,,,,,ongoing
556,1526,2019-06-21,,,,,ongoing
557,1381,2018-09-21,4.0,4.6,Fusce consequat.,Curabitur at ipsum ac tellus semper interdum.,cancelled
558,2189,2019-03-04,,,,,ongoing
559,541,2020-03-13,2.2,1.4,Sed accumsan felis.,In quis justo.,cancelled
560,1549,2019-08-10,,,,,ongoing
561,1831,2020-02-10,1.4,3.3,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.","Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",complete
562,1712,2019-11-22,1.1,4.8,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.","Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",cancelled
563,2470,2018-01-16,1.7,4.7,Nulla mollis molestie lorem.,Nam nulla.,cancelled
564,1933,2020-08-08,,,,,ongoing
565,2555,2020-07-30,,,,,dispute
566,704,2019-12-19,,,,,dispute
567,536,2018-10-07,,,,,ongoing
568,624,2019-02-11,,,,,ongoing
569,3,2020-04-27,4.9,4.8,Aenean lectus.,Curabitur at ipsum ac tellus semper interdum.,cancelled
570,392,2018-03-30,2.4,1.6,Nunc nisl.,Donec vitae nisi.,complete
571,1913,2018-05-03,3.8,4.7,Phasellus in felis.,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",complete
572,238,2019-06-11,2.2,3.1,Pellentesque eget nunc.,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",complete
573,1630,2018-09-16,,,,,ongoing
574,2336,2020-02-28,1.6,4.9,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",Nam tristique tortor eu pede.,cancelled
575,1477,2018-05-09,1.7,3.4,Aenean sit amet justo.,Aliquam erat volutpat.,complete
576,95,2019-02-03,3.7,4.7,Pellentesque ultrices mattis odio.,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",cancelled
577,2145,2018-09-13,2.2,2.5,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Nulla justo.,cancelled
578,372,2020-04-28,2.4,3.4,Nulla justo.,Suspendisse ornare consequat lectus.,cancelled
579,2017,2019-05-24,1.8,4.0,Morbi porttitor lorem id ligula.,Nullam porttitor lacus at turpis.,cancelled
580,2194,2018-03-03,,,,,dispute
581,1153,2019-07-23,2.3,1.1,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",Curabitur in libero ut massa volutpat convallis.,cancelled
582,213,2019-08-24,3.3,2.6,Fusce posuere felis sed lacus.,Pellentesque ultrices mattis odio.,cancelled
583,513,2018-06-06,2.6,2.2,Donec posuere metus vitae ipsum.,In hac habitasse platea dictumst.,cancelled
584,1949,2018-11-07,,,,,dispute
585,2249,2018-10-07,3.9,4.9,Etiam pretium iaculis justo.,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",complete
586,1581,2018-07-16,,,,,dispute
587,2352,2018-02-09,,,,,dispute
588,944,2019-03-07,2.1,2.0,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Integer tincidunt ante vel ipsum.,cancelled
589,1504,2019-09-11,1.4,3.0,Mauris sit amet eros.,Fusce consequat.,cancelled
590,1071,2020-04-11,2.8,4.7,Vivamus tortor.,Ut tellus.,complete
591,2053,2019-07-21,3.2,3.1,Cras non velit nec nisi vulputate nonummy.,Curabitur convallis.,complete
592,1715,2018-09-24,1.2,1.4,Curabitur convallis.,Nullam porttitor lacus at turpis.,complete
593,771,2019-09-17,,,,,ongoing
594,484,2018-10-11,,,,,ongoing
595,79,2019-10-16,,,,,dispute
596,235,2019-08-30,2.5,1.4,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",Maecenas pulvinar lobortis est.,complete
597,400,2018-02-09,1.4,4.5,Duis at velit eu est congue elementum.,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",cancelled
598,230,2020-06-25,,,,,ongoing
599,1924,2020-04-14,,,,,dispute
600,1351,2018-05-24,1.2,3.7,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",Duis ac nibh.,cancelled
601,1866,2019-08-31,2.3,2.8,Fusce posuere felis sed lacus.,Fusce consequat.,cancelled
602,1716,2020-01-08,,,,,dispute
603,929,2018-03-16,,,,,ongoing
604,1537,2019-12-18,2.4,2.3,Nulla tellus.,Duis aliquam convallis nunc.,cancelled
605,1054,2020-08-28,,,,,dispute
606,2407,2020-05-01,3.5,3.1,Nulla mollis molestie lorem.,Mauris lacinia sapien quis libero.,complete
607,1521,2020-05-30,2.6,4.4,Ut at dolor quis odio consequat varius.,Nulla nisl.,cancelled
608,2177,2020-07-14,,,,,ongoing
609,1697,2020-04-30,,,,,ongoing
610,1541,2019-07-24,2.2,2.6,Duis bibendum.,Maecenas rhoncus aliquam lacus.,cancelled
611,1220,2018-12-04,,,,,ongoing
612,1552,2019-05-26,2.0,3.1,Etiam justo.,Aliquam non mauris.,complete
613,2009,2019-08-30,3.4,3.0,In hac habitasse platea dictumst.,Ut at dolor quis odio consequat varius.,complete
614,1715,2020-09-12,,,,,ongoing
615,658,2020-05-03,2.0,2.2,Etiam justo.,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",complete
616,1617,2019-01-15,,,,,dispute
617,830,2019-11-29,3.3,4.0,Donec posuere metus vitae ipsum.,Donec vitae nisi.,complete
618,1859,2020-08-04,3.6,1.4,Etiam vel augue.,Donec quis orci eget orci vehicula condimentum.,complete
619,892,2019-08-14,3.7,2.8,Aliquam erat volutpat.,Nullam molestie nibh in lectus.,complete
620,1830,2019-02-26,,,,,ongoing
621,1032,2018-05-31,,,,,dispute
622,854,2019-11-12,,,,,ongoing
623,1559,2020-03-04,,,,,ongoing
624,935,2018-02-26,,,,,ongoing
625,73,2018-06-14,,,,,ongoing
626,909,2020-05-05,1.9,1.6,Morbi non lectus.,Etiam faucibus cursus urna.,complete
627,1970,2019-08-11,,,,,ongoing
628,1335,2019-05-06,,,,,ongoing
629,128,2018-05-08,3.7,3.7,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Suspendisse potenti.,cancelled
630,2047,2019-03-28,3.2,2.3,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.","Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",cancelled
631,2488,2018-06-29,,,,,ongoing
632,1226,2019-11-09,,,,,dispute
633,2390,2019-03-09,1.7,1.1,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.","In est risus, auctor sed, tristique in, tempus sit amet, sem.",complete
634,324,2018-05-21,3.4,1.9,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",Curabitur convallis.,complete
635,2064,2018-08-24,3.8,4.9,Suspendisse potenti.,Sed sagittis.,cancelled
636,1414,2018-10-31,,,,,ongoing
637,2176,2020-08-26,,,,,dispute
638,2545,2019-12-06,2.9,3.4,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.","Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",complete
639,479,2018-11-26,4.9,4.6,Fusce posuere felis sed lacus.,Suspendisse potenti.,cancelled
640,707,2018-09-29,,,,,ongoing
641,984,2020-08-13,,,,,dispute
642,1489,2020-04-03,4.2,1.6,Duis mattis egestas metus.,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",cancelled
643,1855,2020-03-25,,,,,ongoing
644,791,2020-08-01,,,,,ongoing
645,1676,2019-06-25,4.5,1.3,Morbi vel lectus in quam fringilla rhoncus.,Nam dui.,cancelled
646,2596,2020-03-16,4.6,4.8,Quisque id justo sit amet sapien dignissim vestibulum.,Donec quis orci eget orci vehicula condimentum.,complete
647,1559,2020-07-21,,,,,ongoing
