id,proposal_id,create_date,client_rating,freelancer_rating,client_rating_description,freelancer_rating_description,status
1321,307,2018-03-08,3.0,2.9,Suspendisse ornare consequat lectus.,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",cancelled
1322,2430,2020-08-20,,,,,ongoing
1323,2579,2020-02-19,,,,,dispute
1324,1600,2020-04-13,2.9,4.5,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Pellentesque viverra pede ac diam.,cancelled
1325,2176,2020-03-26,4.9,2.9,Proin eu mi.,Praesent blandit lacinia erat.,complete
1326,1943,2020-01-07,1.9,2.5,Maecenas tincidunt lacus at velit.,In congue.,complete
1327,1068,2020-04-16,,,,,dispute
1328,1310,2020-09-04,,,,,ongoing
1329,96,2019-08-12,,,,,ongoing
1330,594,2019-04-30,,,,,dispute
1331,2228,2018-10-20,2.0,3.4,Cras non velit nec nisi vulputate nonummy.,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",complete
1332,891,2019-08-29,3.0,4.6,Nunc purus.,Vivamus in felis eu sapien cursus vestibulum.,cancelled
1333,2070,2020-04-01,,,,,ongoing
1334,795,2019-09-09,2.1,4.6,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Suspendisse potenti.,complete
1335,1486,2018-12-31,2.5,1.4,In sagittis dui vel nisl.,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",complete
1336,1158,2020-09-06,,,,,ongoing
1337,947,2019-11-12,,,,,dispute
1338,1777,2020-01-28,1.4,4.9,Maecenas tincidunt lacus at velit.,Donec posuere metus vitae ipsum.,cancelled
1339,1354,2020-02-08,,,,,dispute
1340,347,2019-08-09,,,,,ongoing
1341,1642,2019-02-24,,,,,dispute
1342,2229,2019-09-13,,,,,ongoing
1343,2467,2018-08-17,,,,,ongoing
1344,1534,2020-02-25,,,,,ongoing
1345,1471,2019-12-14,3.6,2.0,Duis mattis egestas metus.,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",cancelled
1346,1255,2018-10-20,,,,,ongoing
1347,1740,2019-08-02,1.1,3.4,Morbi a ipsum.,Mauris lacinia sapien quis libero.,cancelled
1348,245,2018-05-02,3.9,3.2,Quisque id justo sit amet sapien dignissim vestibulum.,Nam dui.,complete
1349,160,2018-12-31,,,,,ongoing
1350,854,2019-01-08,1.3,3.7,Morbi vel lectus in quam fringilla rhoncus.,Morbi a ipsum.,cancelled
1351,585,2019-09-03,2.7,1.5,Sed accumsan felis.,Praesent lectus.,cancelled
1352,254,2020-07-14,,,,,dispute
1353,875,2018-01-16,,,,,dispute
1354,221,2018-09-08,2.5,4.6,Aliquam sit amet diam in magna bibendum imperdiet.,Duis bibendum.,complete
1355,1352,2018-04-13,,,,,ongoing
1356,997,2019-09-14,,,,,ongoing
1357,879,2018-07-14,,,,,dispute
1358,2525,2018-05-14,,,,,ongoing
1359,1607,2019-02-07,,,,,ongoing
1360,2058,2020-03-30,1.5,1.6,In hac habitasse platea dictumst.,Fusce posuere felis sed lacus.,cancelled
1361,2487,2019-10-09,,,,,ongoing
1362,2569,2020-06-24,,,,,ongoing
1363,1622,2018-09-15,2.3,4.1,Nulla mollis molestie lorem.,Maecenas tincidunt lacus at velit.,complete
1364,2516,2020-05-18,2.7,1.3,Nunc nisl.,Curabitur gravida nisi at nibh.,cancelled
1365,700,2019-06-14,4.4,1.2,Aenean auctor gravida sem.,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",cancelled
1366,2455,2018-05-23,,,,,dispute
1367,2037,2018-09-03,,,,,ongoing
1368,1782,2019-11-26,,,,,ongoing
1369,2262,2018-02-01,,,,,ongoing
1370,108,2018-08-07,4.2,1.1,Pellentesque ultrices mattis odio.,Phasellus sit amet erat.,cancelled
1371,1068,2019-11-06,,,,,ongoing
1372,1110,2019-11-18,3.4,4.4,Proin at turpis a pede posuere nonummy.,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",complete
1373,224,2019-06-14,4.0,4.6,Maecenas ut massa quis augue luctus tincidunt.,Integer a nibh.,complete
1374,551,2019-01-02,1.6,3.4,Maecenas pulvinar lobortis est.,Suspendisse ornare consequat lectus.,complete
1375,2349,2018-04-17,,,,,dispute
1376,1456,2019-12-13,1.2,2.9,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.","Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",complete
1377,1423,2018-08-01,3.5,1.6,Curabitur gravida nisi at nibh.,Aenean fermentum.,complete
1378,1396,2019-07-26,4.2,2.2,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Sed sagittis.,cancelled
1379,1113,2020-02-11,,,,,dispute
1380,2002,2019-10-20,,,,,dispute
1381,1808,2018-10-25,,,,,dispute
1382,1134,2018-06-29,,,,,ongoing
1383,2257,2019-05-08,,,,,ongoing
1384,256,2018-09-14,1.2,3.4,Praesent blandit.,Nulla tellus.,complete
1385,1563,2018-03-07,,,,,dispute
1386,2237,2018-09-06,,,,,dispute
1387,816,2019-02-28,,,,,ongoing
1388,1479,2019-06-29,,,,,ongoing
1389,883,2018-05-12,,,,,dispute
1390,971,2020-08-20,,,,,ongoing
1391,1771,2018-04-08,,,,,dispute
1392,45,2020-08-21,1.6,2.7,Nam dui.,Nullam porttitor lacus at turpis.,cancelled
1393,1166,2019-05-22,2.7,4.3,Duis aliquam convallis nunc.,In quis justo.,complete
1394,913,2020-08-03,,,,,dispute
1395,2460,2019-07-13,4.1,3.8,Vivamus vel nulla eget eros elementum pellentesque.,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",cancelled
1396,94,2019-08-06,,,,,ongoing
1397,1817,2020-08-03,1.8,3.0,"In est risus, auctor sed, tristique in, tempus sit amet, sem.","Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",cancelled
1398,1191,2018-06-16,4.4,1.4,Ut tellus.,Sed sagittis.,cancelled
1399,1327,2020-07-23,2.6,3.6,Morbi quis tortor id nulla ultrices aliquet.,Morbi vel lectus in quam fringilla rhoncus.,cancelled
1400,2504,2018-04-07,,,,,dispute
1401,2536,2019-11-05,3.8,1.8,In quis justo.,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",cancelled
1402,1070,2019-05-05,,,,,dispute
1403,1721,2018-01-24,2.6,1.8,Integer tincidunt ante vel ipsum.,Quisque ut erat.,cancelled
1404,440,2019-12-17,4.6,4.8,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.","Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",cancelled
1405,2088,2018-05-04,4.5,1.7,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Morbi ut odio.,complete
1406,1850,2019-10-25,1.5,4.0,Aenean fermentum.,Etiam pretium iaculis justo.,complete
1407,1576,2019-05-25,4.9,4.1,Curabitur at ipsum ac tellus semper interdum.,Proin interdum mauris non ligula pellentesque ultrices.,complete
1408,1030,2019-05-28,2.3,2.3,In hac habitasse platea dictumst.,Maecenas tincidunt lacus at velit.,cancelled
1409,1435,2020-06-01,,,,,ongoing
1410,468,2020-03-21,1.2,3.9,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Duis mattis egestas metus.,cancelled
1411,1410,2018-04-25,,,,,ongoing
1412,2179,2018-08-30,3.4,1.8,Integer a nibh.,Etiam vel augue.,complete
1413,1016,2020-06-17,,,,,ongoing
1414,669,2018-06-22,,,,,ongoing
1415,987,2020-02-08,,,,,dispute
1416,1173,2018-10-20,,,,,ongoing
1417,2091,2019-03-30,4.9,1.8,In quis justo.,In congue.,complete
1418,1284,2018-03-28,,,,,dispute
1419,1803,2018-11-16,1.4,1.0,Nam dui.,Sed vel enim sit amet nunc viverra dapibus.,complete
1420,305,2019-12-31,2.8,1.7,Integer a nibh.,In hac habitasse platea dictumst.,cancelled
1421,679,2019-09-09,2.8,3.0,Maecenas tincidunt lacus at velit.,Aenean fermentum.,cancelled
1422,1867,2020-01-28,,,,,dispute
1423,2518,2019-12-04,3.8,1.3,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",Maecenas ut massa quis augue luctus tincidunt.,complete
1424,1289,2018-11-16,3.4,3.9,Duis ac nibh.,Fusce posuere felis sed lacus.,cancelled
1425,2583,2019-02-19,,,,,dispute
1426,2395,2018-04-11,3.2,3.1,In hac habitasse platea dictumst.,Donec vitae nisi.,cancelled
1427,998,2018-03-11,4.4,4.0,Pellentesque at nulla.,Curabitur at ipsum ac tellus semper interdum.,cancelled
1428,1561,2020-02-13,3.3,3.2,Phasellus id sapien in sapien iaculis congue.,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",cancelled
1429,2204,2019-06-04,2.1,3.1,Curabitur at ipsum ac tellus semper interdum.,Sed accumsan felis.,cancelled
1430,749,2019-04-27,3.4,1.3,Aenean lectus.,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",complete
1431,2127,2019-11-06,,,,,dispute
1432,2297,2018-12-28,,,,,ongoing
1433,912,2018-07-20,,,,,dispute
1434,440,2020-01-08,1.2,2.8,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,Etiam faucibus cursus urna.,complete
1435,418,2020-01-05,1.3,4.4,Pellentesque ultrices mattis odio.,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",cancelled
1436,2582,2018-02-07,4.6,2.7,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",Nunc purus.,complete
1437,2038,2020-08-16,2.9,4.7,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.","Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",cancelled
1438,113,2018-09-02,4.9,3.7,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,complete
1439,1048,2019-06-26,,,,,ongoing
1440,234,2018-05-16,4.2,3.4,Sed vel enim sit amet nunc viverra dapibus.,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",cancelled
1441,1544,2018-06-08,4.8,5.0,Sed vel enim sit amet nunc viverra dapibus.,Aenean sit amet justo.,cancelled
1442,589,2018-06-13,2.6,1.1,Nulla tellus.,Vivamus tortor.,cancelled
1443,640,2018-09-18,3.3,2.1,Vivamus vestibulum sagittis sapien.,Aenean fermentum.,complete
1444,1343,2018-11-29,,,,,ongoing
1445,803,2018-04-22,2.2,3.5,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Vestibulum ac est lacinia nisi venenatis tristique.,cancelled
1446,1131,2019-08-13,,,,,dispute
1447,1511,2019-06-20,,,,,ongoing
1448,2459,2020-03-22,1.1,4.5,Duis bibendum.,Fusce consequat.,complete
1449,353,2018-05-16,,,,,dispute
1450,1094,2019-05-30,4.1,2.1,Quisque id justo sit amet sapien dignissim vestibulum.,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",cancelled
1451,2512,2019-04-14,,,,,dispute
1452,134,2019-10-04,,,,,dispute
1453,1833,2020-08-27,,,,,ongoing
1454,502,2019-10-12,2.1,3.0,Vestibulum sed magna at nunc commodo placerat.,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",complete
1455,488,2019-01-15,3.2,3.3,Morbi quis tortor id nulla ultrices aliquet.,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",complete
1456,181,2018-11-14,,,,,ongoing
1457,1268,2020-08-20,1.5,2.4,Vivamus vel nulla eget eros elementum pellentesque.,Praesent blandit lacinia erat.,cancelled
1458,596,2019-08-12,,,,,ongoing
1459,1488,2018-10-21,1.3,4.3,Suspendisse accumsan tortor quis turpis.,Aliquam sit amet diam in magna bibendum imperdiet.,cancelled
1460,1290,2018-05-26,3.8,1.7,Pellentesque viverra pede ac diam.,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",cancelled
1461,350,2018-06-24,,,,,ongoing
1462,385,2018-12-20,,,,,dispute
1463,2180,2019-05-15,,,,,dispute
1464,2428,2020-03-01,2.1,4.0,Duis bibendum.,Donec quis orci eget orci vehicula condimentum.,cancelled
1465,2333,2019-10-01,2.3,4.3,Pellentesque ultrices mattis odio.,Pellentesque eget nunc.,complete
1466,1218,2018-01-11,,,,,dispute
1467,666,2020-02-12,,,,,ongoing
1468,662,2019-10-24,3.9,2.5,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",Integer a nibh.,cancelled
1469,1597,2019-08-23,3.8,3.6,Nulla facilisi.,In hac habitasse platea dictumst.,complete
1470,2295,2019-07-26,4.0,4.2,Curabitur in libero ut massa volutpat convallis.,Morbi ut odio.,complete
1471,1163,2020-08-24,3.7,1.5,Donec quis orci eget orci vehicula condimentum.,Ut at dolor quis odio consequat varius.,cancelled
1472,735,2019-03-21,2.1,2.7,Morbi non quam nec dui luctus rutrum.,Aliquam quis turpis eget elit sodales scelerisque.,complete
1473,1842,2020-08-02,4.7,1.9,Ut at dolor quis odio consequat varius.,Donec posuere metus vitae ipsum.,cancelled
1474,1075,2018-02-27,3.6,2.3,Nunc purus.,In quis justo.,cancelled
1475,2166,2020-03-05,,,,,ongoing
1476,831,2019-04-10,,,,,ongoing
1477,2102,2018-12-09,,,,,ongoing
1478,1663,2020-03-26,,,,,dispute
1479,190,2019-12-30,4.5,1.2,Nulla mollis molestie lorem.,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",complete
1480,1497,2018-11-26,,,,,dispute
1481,1844,2020-04-30,1.1,3.1,In quis justo.,Pellentesque at nulla.,cancelled
1482,442,2018-10-27,4.6,3.1,Aliquam non mauris.,Aenean fermentum.,cancelled
1483,2034,2019-08-04,4.7,5.0,Curabitur convallis.,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",cancelled
1484,795,2019-08-05,3.6,1.8,Sed ante.,Donec ut mauris eget massa tempor convallis.,cancelled
1485,894,2018-06-08,4.1,1.9,Fusce consequat.,Suspendisse potenti.,cancelled
1486,2532,2018-05-30,2.6,1.2,Proin at turpis a pede posuere nonummy.,Quisque id justo sit amet sapien dignissim vestibulum.,cancelled
1487,569,2018-03-19,,,,,ongoing
1488,1770,2018-08-10,,,,,dispute
1489,1977,2020-05-27,4.5,2.7,Suspendisse accumsan tortor quis turpis.,Suspendisse ornare consequat lectus.,complete
1490,1236,2019-03-28,,,,,dispute
1491,2561,2018-01-14,2.0,1.7,Sed vel enim sit amet nunc viverra dapibus.,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",complete
1492,1674,2019-01-31,,,,,dispute
1493,807,2018-09-02,4.2,2.1,Etiam justo.,Nulla facilisi.,cancelled
1494,1557,2018-02-08,3.7,1.3,Nulla justo.,Vestibulum sed magna at nunc commodo placerat.,complete
1495,1488,2019-12-04,,,,,ongoing
1496,1264,2020-08-28,1.5,3.0,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",Nunc nisl.,cancelled
1497,896,2020-04-07,2.1,2.7,Integer a nibh.,Pellentesque at nulla.,cancelled
1498,533,2019-07-12,1.2,4.6,Curabitur convallis.,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",cancelled
1499,1726,2019-10-24,1.8,2.9,Sed vel enim sit amet nunc viverra dapibus.,Nulla suscipit ligula in lacus.,complete
1500,763,2020-07-22,,,,,ongoing
1501,1017,2019-10-03,,,,,dispute
1502,166,2020-08-07,1.9,1.3,Donec quis orci eget orci vehicula condimentum.,Curabitur at ipsum ac tellus semper interdum.,cancelled
1503,2110,2018-12-25,,,,,dispute
1504,1588,2018-01-04,,,,,dispute
1505,2123,2018-01-17,2.8,3.0,Aliquam non mauris.,Nulla facilisi.,cancelled
1506,1053,2018-08-26,,,,,dispute
1507,1694,2020-05-10,1.2,2.5,Morbi non lectus.,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",cancelled
1508,156,2018-11-20,3.4,1.4,Integer ac leo.,Fusce consequat.,complete
1509,2020,2019-09-09,,,,,ongoing
1510,986,2019-01-22,3.3,1.6,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.","Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",cancelled
1511,1645,2020-08-24,,,,,ongoing
1512,1474,2019-02-16,,,,,dispute
1513,1367,2020-05-31,1.9,4.2,Donec dapibus.,Duis mattis egestas metus.,complete
1514,1159,2019-10-29,3.9,4.0,Donec semper sapien a libero.,Suspendisse accumsan tortor quis turpis.,complete
1515,839,2018-12-16,1.3,1.5,Aenean fermentum.,Ut at dolor quis odio consequat varius.,complete
1516,915,2020-07-19,,,,,dispute
1517,67,2018-05-15,,,,,dispute
1518,1640,2018-07-07,,,,,ongoing
1519,1342,2018-05-03,,,,,ongoing
1520,555,2018-05-04,,,,,ongoing
1521,1537,2018-07-09,3.0,1.6,Nullam sit amet turpis elementum ligula vehicula consequat.,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",cancelled
1522,144,2018-09-26,2.2,1.9,Suspendisse ornare consequat lectus.,Fusce consequat.,cancelled
1523,687,2018-07-17,1.7,1.6,Donec semper sapien a libero.,Nulla ac enim.,cancelled
1524,2131,2018-08-10,4.6,2.2,Sed ante.,Morbi a ipsum.,complete
1525,280,2020-01-24,2.0,3.9,Duis at velit eu est congue elementum.,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",cancelled
1526,379,2019-12-29,,,,,ongoing
1527,550,2019-02-13,,,,,ongoing
1528,2001,2020-08-28,3.5,4.2,Morbi non lectus.,Suspendisse accumsan tortor quis turpis.,complete
1529,1574,2019-08-20,2.2,3.7,Praesent lectus.,Curabitur gravida nisi at nibh.,cancelled
1530,149,2020-01-31,,,,,ongoing
1531,518,2019-06-16,,,,,ongoing
1532,1773,2020-05-15,,,,,dispute
1533,1283,2018-08-09,,,,,dispute
1534,742,2018-04-13,2.7,4.6,Nunc rhoncus dui vel sem.,Donec posuere metus vitae ipsum.,cancelled
1535,2013,2018-12-20,2.4,2.3,Etiam faucibus cursus urna.,Nunc rhoncus dui vel sem.,complete
1536,1376,2018-02-05,4.4,1.4,Etiam pretium iaculis justo.,Vivamus tortor.,cancelled
1537,2509,2018-06-23,,,,,dispute
1538,546,2020-06-22,,,,,dispute
1539,641,2020-05-22,4.8,3.3,Nulla mollis molestie lorem.,Suspendisse potenti.,complete
1540,1830,2019-10-31,2.3,1.1,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",Praesent blandit lacinia erat.,complete
1541,430,2019-11-02,,,,,dispute
1542,675,2019-11-01,,,,,ongoing
1543,1045,2019-11-06,,,,,dispute
1544,364,2018-07-10,,,,,ongoing
1545,2557,2018-02-17,4.0,1.1,Donec posuere metus vitae ipsum.,Pellentesque ultrices mattis odio.,complete
1546,1050,2018-07-29,2.7,2.6,Nunc purus.,Duis bibendum.,cancelled
1547,1675,2019-06-24,3.0,4.0,Pellentesque at nulla.,Suspendisse accumsan tortor quis turpis.,complete
1548,1315,2018-08-31,4.6,1.9,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Ut at dolor quis odio consequat varius.,complete
1549,1392,2020-09-06,,,,,dispute
1550,893,2018-10-30,3.0,1.3,Ut tellus.,Nulla ac enim.,complete
1551,2392,2019-09-28,,,,,dispute
1552,2161,2018-01-03,4.2,3.4,Morbi ut odio.,Etiam pretium iaculis justo.,cancelled
1553,433,2018-06-03,,,,,ongoing
1554,1887,2018-08-25,1.5,4.2,Vivamus vel nulla eget eros elementum pellentesque.,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",cancelled
1555,1148,2018-03-13,,,,,dispute
1556,1118,2020-06-07,,,,,ongoing
1557,2218,2018-10-07,,,,,ongoing
1558,2529,2020-06-19,1.8,1.8,Curabitur in libero ut massa volutpat convallis.,Mauris ullamcorper purus sit amet nulla.,cancelled
1559,719,2018-07-08,3.2,2.5,Integer tincidunt ante vel ipsum.,Aenean lectus.,complete
1560,678,2018-07-26,,,,,ongoing
1561,931,2020-05-18,,,,,dispute
1562,2217,2019-07-01,3.9,2.3,Nunc rhoncus dui vel sem.,Integer tincidunt ante vel ipsum.,cancelled
1563,2240,2020-08-03,1.0,1.5,Fusce posuere felis sed lacus.,Mauris sit amet eros.,cancelled
1564,724,2018-04-11,1.3,5.0,Fusce consequat.,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",complete
1565,300,2018-07-11,,,,,dispute
1566,671,2018-06-04,1.6,4.6,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",Donec vitae nisi.,cancelled
1567,2197,2019-10-28,3.6,1.1,Quisque id justo sit amet sapien dignissim vestibulum.,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",cancelled
1568,2085,2018-11-02,2.7,4.1,Quisque id justo sit amet sapien dignissim vestibulum.,Pellentesque ultrices mattis odio.,cancelled
1569,835,2019-01-17,2.6,2.7,Maecenas tincidunt lacus at velit.,Aenean auctor gravida sem.,cancelled
1570,1940,2018-05-01,2.7,2.1,Donec ut dolor.,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",cancelled
1571,1163,2018-07-18,,,,,dispute
1572,1867,2019-12-21,,,,,dispute
1573,290,2018-05-23,,,,,dispute
1574,2092,2018-06-30,1.8,1.1,Duis ac nibh.,Vivamus vestibulum sagittis sapien.,complete
1575,1647,2020-04-09,4.7,3.7,Aenean sit amet justo.,Vestibulum rutrum rutrum neque.,complete
1576,2521,2019-06-28,,,,,ongoing
1577,133,2018-08-20,2.5,4.1,Donec ut dolor.,Integer ac leo.,cancelled
1578,385,2020-04-15,,,,,ongoing
1579,1322,2018-06-23,2.8,3.8,Morbi a ipsum.,Nulla justo.,cancelled
1580,34,2020-09-04,4.1,4.1,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Maecenas pulvinar lobortis est.,complete
1581,522,2019-12-19,1.1,3.8,Aliquam non mauris.,Phasellus id sapien in sapien iaculis congue.,complete
1582,163,2018-02-05,,,,,dispute
1583,2218,2020-08-11,,,,,ongoing
1584,1871,2019-08-10,3.9,4.0,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,Pellentesque eget nunc.,cancelled
1585,1552,2019-06-11,4.6,4.0,Praesent lectus.,Maecenas ut massa quis augue luctus tincidunt.,complete
1586,129,2018-06-17,,,,,dispute
1587,367,2020-08-08,,,,,dispute
1588,373,2020-08-23,,,,,dispute
1589,1671,2019-02-02,,,,,dispute
1590,507,2019-03-07,,,,,ongoing
1591,1904,2020-05-29,1.3,1.7,Nunc rhoncus dui vel sem.,Donec semper sapien a libero.,complete
1592,51,2020-07-19,,,,,dispute
1593,150,2020-01-01,,,,,dispute
1594,73,2018-10-28,,,,,ongoing
1595,1415,2018-09-22,3.6,1.8,Ut tellus.,Morbi non lectus.,cancelled
1596,518,2018-08-31,3.6,1.2,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",Nam tristique tortor eu pede.,complete
1597,326,2018-10-21,1.3,2.1,Nam dui.,Duis at velit eu est congue elementum.,complete
1598,234,2018-02-16,3.2,4.9,Curabitur convallis.,Donec dapibus.,complete
1599,284,2018-08-22,,,,,ongoing
1600,375,2018-05-12,,,,,ongoing
1601,851,2019-12-14,4.1,2.9,Curabitur convallis.,Vestibulum sed magna at nunc commodo placerat.,cancelled
1602,1059,2018-02-11,,,,,ongoing
1603,698,2018-08-22,,,,,dispute
1604,2127,2019-02-06,1.0,3.7,Morbi porttitor lorem id ligula.,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",cancelled
1605,1207,2018-12-25,,,,,dispute
1606,1750,2020-06-13,,,,,ongoing
1607,1068,2019-11-08,3.8,4.1,Integer non velit.,Cras non velit nec nisi vulputate nonummy.,cancelled
1608,958,2019-08-28,,,,,ongoing
1609,687,2018-11-12,,,,,ongoing
1610,2216,2018-05-05,,,,,dispute
1611,1384,2020-06-29,,,,,dispute
1612,2385,2018-07-02,,,,,dispute
1613,2427,2020-04-23,1.5,4.9,Integer ac neque.,Praesent lectus.,cancelled
1614,2238,2018-03-08,,,,,dispute
1615,143,2020-01-12,1.5,4.4,Proin eu mi.,Nullam sit amet turpis elementum ligula vehicula consequat.,cancelled
1616,899,2018-06-24,2.3,2.6,Aliquam erat volutpat.,Duis aliquam convallis nunc.,cancelled
1617,888,2019-04-30,4.6,2.4,Pellentesque at nulla.,Maecenas pulvinar lobortis est.,cancelled
1618,1028,2019-05-19,1.9,1.2,Integer ac leo.,Morbi porttitor lorem id ligula.,cancelled
1619,208,2019-04-06,2.3,3.3,Donec dapibus.,Curabitur in libero ut massa volutpat convallis.,cancelled
1620,2050,2019-11-10,4.2,1.1,Nulla ac enim.,Curabitur in libero ut massa volutpat convallis.,cancelled
1621,2550,2020-04-28,,,,,ongoing
1622,2116,2020-01-10,,,,,ongoing
1623,1537,2018-01-31,3.9,2.5,Mauris sit amet eros.,Aliquam erat volutpat.,complete
1624,2064,2020-04-24,4.5,3.9,Morbi vel lectus in quam fringilla rhoncus.,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",cancelled
1625,248,2020-02-26,1.3,1.1,Integer ac neque.,Praesent blandit lacinia erat.,complete
1626,2235,2019-09-27,1.6,4.0,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,Sed accumsan felis.,complete
1627,2154,2019-04-16,,,,,dispute
1628,445,2018-06-21,,,,,ongoing
1629,560,2018-12-16,2.3,4.7,Maecenas tincidunt lacus at velit.,Mauris ullamcorper purus sit amet nulla.,cancelled
1630,1655,2018-06-11,,,,,dispute
1631,4,2019-11-08,1.1,2.9,Cras pellentesque volutpat dui.,Nulla mollis molestie lorem.,cancelled
1632,1864,2019-02-16,2.8,3.8,Nulla mollis molestie lorem.,In hac habitasse platea dictumst.,cancelled
1633,2066,2018-02-16,2.4,3.0,Aliquam sit amet diam in magna bibendum imperdiet.,Pellentesque ultrices mattis odio.,complete
1634,1537,2019-07-10,3.6,1.8,Nam tristique tortor eu pede.,Etiam faucibus cursus urna.,complete
1635,249,2018-11-05,,,,,dispute
1636,1780,2019-01-15,4.3,1.8,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",Integer tincidunt ante vel ipsum.,complete
1637,1075,2019-09-23,,,,,ongoing
1638,365,2019-09-05,3.2,4.8,Fusce posuere felis sed lacus.,Cras non velit nec nisi vulputate nonummy.,complete
1639,350,2018-06-06,,,,,dispute
1640,454,2018-08-22,4.7,1.2,Donec vitae nisi.,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",complete
1641,1504,2019-04-05,,,,,ongoing
1642,588,2019-03-11,,,,,dispute
1643,337,2019-01-10,2.8,3.2,Etiam justo.,Duis at velit eu est congue elementum.,complete
